,time,brier_score,label
17,1.3003268903668315,0.11278716180559814,CPH
18,1.3513969548854705,0.11800074080986667,CPH
19,1.4018836850648217,0.12478186492161263,CPH
20,1.4790530670485313,0.13032570380407021,CPH
21,1.5388618477952523,0.13600884907222052,CPH
22,1.618925509231665,0.14245983129732,CPH
23,1.6958426858412332,0.1482578113283646,CPH
24,1.7474997287792569,0.15123989186574158,CPH
25,1.8081205738524835,0.15759582354496063,CPH
26,1.8979021145017372,0.16260233611742678,CPH
27,1.9507859564169803,0.16674927875356105,CPH
28,2.037963597721012,0.1714232407672401,CPH
29,2.1166855197134273,0.174903360812946,CPH
30,2.200311930319439,0.1807710239865929,CPH
31,2.23551139493603,0.1845623546030995,CPH
32,2.31506946151094,0.18986883326692877,CPH
33,2.35819976775772,0.1945587652354138,CPH
